laboratorios Laproff -  -  - Antioquia
GFB PRO 300 (CN018022)
Historial de eventos

'Rango : 'Por tiempo:' (01-29-2025 05:48:48 ... 02-05-2025 06:48:48)
'Filtro :   usuarios = 'Todos los usuarios'  Eventos = 'Todos los eventos'

Marca de tiempo,Evento
01-30-2025 20:10:44,'valor cambió Válvula de vacío PCS (K605050) - Modo de servicio Desde Cerrado a Abrir - por linaro (Lina Rios Otalvaro)
01-30-2025 20:10:49,'valor cambió Válvula separadora del producto PCS (K605530) - Modo de servicio Desde Cerrado a Abrir - por linaro (Lina Rios Otalvaro)
01-30-2025 20:10:52,'valor cambió Válvula de vacío PCS (K605050) - Modo de servicio Desde Abrir a Cerrado - por linaro (Lina Rios Otalvaro)
01-30-2025 20:10:53,'valor cambió Válvula de vacío PCS (K605050) - Modo de servicio Desde Cerrado a Cerrado - por linaro (Lina Rios Otalvaro)
01-30-2025 20:10:55,'valor cambió Válvula separadora del producto PCS (K605530) - Modo de servicio Desde Abrir a Cerrado - por linaro (Lina Rios Otalvaro)
01-30-2025 20:12:37,'valor cambió Válvula de descarga PCS (K600540) - Modo de Servicio Punto de Ajuste Desde 100 % a 100 % - por linaro (Lina Rios Otalvaro)
01-30-2025 20:12:37,'valor cambió Válvula de descarga PCS (K600540) - Modo de servicio Desde Cerrado a Abrir - por linaro (Lina Rios Otalvaro)
01-30-2025 20:13:09,'valor cambió Válvula de descarga PCS (K600540) - Modo de Servicio Punto de Ajuste Desde 100 % a 100 % - por linaro (Lina Rios Otalvaro)
01-30-2025 20:13:09,'valor cambió Válvula de descarga PCS (K600540) - Modo de servicio Desde Abrir a Abrir - por linaro (Lina Rios Otalvaro)
01-30-2025 20:13:11,'valor cambió Válvula de descarga PCS (K600540) - Modo de Servicio Punto de Ajuste Desde 100 % a 75 % - por linaro (Lina Rios Otalvaro)
01-30-2025 20:13:11,'valor cambió Válvula de descarga PCS (K600540) - Modo de servicio Desde Abrir a Abrir - por linaro (Lina Rios Otalvaro)
01-30-2025 20:13:52,'valor cambió Válvula de descarga PCS (K600540) - Modo de Servicio Punto de Ajuste Desde 75 % a 50 % - por linaro (Lina Rios Otalvaro)
01-30-2025 20:13:52,'valor cambió Válvula de descarga PCS (K600540) - Modo de servicio Desde Abrir a Abrir - por linaro (Lina Rios Otalvaro)
01-30-2025 20:14:27,'valor cambió Válvula de descarga PCS (K600540) - Modo de Servicio Punto de Ajuste Desde 50 % a 25 % - por linaro (Lina Rios Otalvaro)
01-30-2025 20:14:28,'valor cambió Válvula de descarga PCS (K600540) - Modo de servicio Desde Abrir a Abrir - por linaro (Lina Rios Otalvaro)
01-30-2025 20:14:59,'valor cambió Válvula de descarga PCS (K600540) - Modo de Servicio Punto de Ajuste Desde 25 % a 0 % - por linaro (Lina Rios Otalvaro)
01-30-2025 20:14:59,'valor cambió Válvula de descarga PCS (K600540) - Modo de servicio Desde Abrir a Abrir - por linaro (Lina Rios Otalvaro)
01-30-2025 20:15:52,'valor cambió Válvula de descarga PCS (K600540) - Modo de servicio Desde Abrir a Cerrado - por linaro (Lina Rios Otalvaro)
01-30-2025 20:17:50,'valor cambió Válvula de descarga lateral (K202030) - Modo de servicio Desde Cerrado a Abrir - por linaro (Lina Rios Otalvaro)
01-30-2025 20:18:01,'valor cambió Lámpara (X203020) - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-30-2025 20:27:40,'valor cambió Válvula de descarga lateral (K202030) - Modo de servicio Desde Abrir a Cerrado - por linaro (Lina Rios Otalvaro)
01-30-2025 20:29:06,'valor cambió Válvula de ingreso de aire a los filtros de salida (K121340) - Modo de servicio Desde Abrir a Abrir - por linaro (Lina Rios Otalvaro)
01-30-2025 20:29:10,'valor cambió Válvula de ingreso de aire a los filtros de salida (K121340) - Modo de servicio Desde Abrir a Abrir - por linaro (Lina Rios Otalvaro)
01-30-2025 20:29:10,'valor cambió Válvula de ingreso de aire a los filtros de salida (K121340) - Modo de servicio Desde Abrir a Abrir - por linaro (Lina Rios Otalvaro)
01-30-2025 22:57:03,'Cerrar proceso
01-30-2025 22:58:53,'valor cambió Modo de servicio - Mando Desde Encendido a Apagado - por linaro (Lina Rios Otalvaro)
01-30-2025 22:59:04,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
01-30-2025 23:00:56,'receta detenida en operación 1 (Precalentamiento)
01-30-2025 23:00:56,'Abrir proceso
01-30-2025 23:09:39,'valor cambió  (Operación 1) - la seguridad Valor Desde 10 °C a 0 °C - por linaro (Lina Rios Otalvaro)
01-30-2025 23:09:39,'valor cambió  (Operación 1) - Punto Establecido Desde 10 °C a 0 °C - por linaro (Lina Rios Otalvaro)
01-30-2025 23:09:45,'receta iniciada en operación 1 (Precalentamiento)
01-30-2025 23:09:53,'receta detenida en operación 1 (Precalentamiento)
01-30-2025 23:09:53,'receta pausada en operación 1 (Precalentamiento)
01-30-2025 23:10:39,'valor cambió  (Operación 1) - la seguridad Valor Desde 0 °C a 10 °C - por linaro (Lina Rios Otalvaro)
01-30-2025 23:10:39,'valor cambió  (Operación 1) - Punto Establecido Desde 0 °C a 10 °C - por linaro (Lina Rios Otalvaro)
01-30-2025 23:11:02,'el cambio manual de una operación a la operación 2 (Carga de producto)
01-30-2025 23:11:05,'el cambio manual de una operación a la operación 1 (Precalentamiento)
01-30-2025 23:11:45,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
01-30-2025 23:13:30,'receta iniciada en operación 1 (Precalentamiento)
01-30-2025 23:13:39,'receta detenida en operación 1 (Precalentamiento)
01-30-2025 23:13:39,'receta pausada en operación 1 (Precalentamiento)
01-30-2025 23:34:10,'valor cambió Modo de servicio - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-30-2025 23:40:03,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
01-30-2025 23:44:22,'receta iniciada en operación 1 (Precalentamiento)
01-30-2025 23:44:32,'receta detenida en operación 1 (Precalentamiento)
01-30-2025 23:44:32,'receta pausada en operación 1 (Precalentamiento)
01-30-2025 23:45:18,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por linaro (Lina Rios Otalvaro)
01-30-2025 23:50:07,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por linaro (Lina Rios Otalvaro)
01-30-2025 23:55:16,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-30-2025 23:55:17,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por linaro (Lina Rios Otalvaro)
01-31-2025 00:18:01,'valor cambió Cabrestante ABAJO - Mando Desde Encendido a Apagado - por linaro (Lina Rios Otalvaro)
01-31-2025 00:18:02,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-31-2025 00:18:03,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por linaro (Lina Rios Otalvaro)
01-31-2025 00:18:04,'valor cambió Cabrestante ARRIBA - Mando Desde Encendido a Apagado - por linaro (Lina Rios Otalvaro)
01-31-2025 00:18:05,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-31-2025 00:18:12,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por linaro (Lina Rios Otalvaro)
01-31-2025 00:19:51,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
01-31-2025 00:22:22,'valor cambió Sellos contenedor de producto - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
01-31-2025 00:25:02,'receta iniciada en operación 1 (Precalentamiento)
01-31-2025 00:25:08,'receta detenida en operación 1 (Precalentamiento)
01-31-2025 00:25:08,'receta pausada en operación 1 (Precalentamiento)
01-31-2025 00:26:14,'valor cambió Autorización del Cabrestante - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-31-2025 00:26:25,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-31-2025 00:26:32,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-31-2025 00:26:39,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por linaro (Lina Rios Otalvaro)
01-31-2025 00:26:53,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-31-2025 00:27:02,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por linaro (Lina Rios Otalvaro)
01-31-2025 00:27:13,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
01-31-2025 00:28:16,'receta iniciada en operación 1 (Precalentamiento)
01-31-2025 00:30:50,'receta detenida en operación 1 (Precalentamiento)
01-31-2025 01:31:20,'receta iniciada en operación 1 (Precalentamiento)
01-31-2025 01:33:55,'valor cambió  (Operación 1) - Val. de paso Desde 10 hh:mm:ss a 30 hh:mm:ss - por linaro (Lina Rios Otalvaro)
01-31-2025 01:42:34,'el cambio manual de una operación a la operación 3 (Granulacion)
01-31-2025 01:45:45,'valor cambió  (Operación 3) - la seguridad Valor Desde 10 °C a 5 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 01:45:45,'valor cambió  (Operación 3) - Punto Establecido Desde 10 °C a 5 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 01:55:20,'valor cambió  (Operación 3) - la seguridad Valor Desde 5 °C a 7 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 01:55:20,'valor cambió  (Operación 3) - Punto Establecido Desde 5 °C a 7 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 01:56:41,'valor cambió  (Operación 3) - la seguridad Valor Desde 7 °C a 15 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 01:56:41,'valor cambió  (Operación 3) - Punto Establecido Desde 7 °C a 15 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 02:14:05,'valor cambió  (Operación 3) - la seguridad Valor Desde 15 °C a 20 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 02:14:05,'valor cambió  (Operación 3) - Punto Establecido Desde 15 °C a 20 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 02:29:51,'valor cambió  (Operación 3) - la seguridad Valor Desde 20 °C a 25 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 02:29:51,'valor cambió  (Operación 3) - Punto Establecido Desde 20 °C a 25 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 02:35:17,'valor cambió  (Operación 3) - la seguridad Valor Desde 25 °C a 30 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 02:35:17,'valor cambió  (Operación 3) - Punto Establecido Desde 25 °C a 30 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 02:46:35,'valor cambió  (Operación 3) - la seguridad Valor Desde 30 °C a 20 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 02:46:35,'valor cambió  (Operación 3) - Punto Establecido Desde 30 °C a 20 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 02:47:48,'valor cambió  (Operación 3) - la seguridad Valor Desde 20 °C a 15 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 02:47:48,'valor cambió  (Operación 3) - Punto Establecido Desde 20 °C a 15 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 02:53:17,'receta detenida en operación 3 (Granulacion)
01-31-2025 02:53:26,'el cambio manual de una operación a la operación 5 (Descarga del producto)
01-31-2025 02:53:37,'receta iniciada en operación 5 (Descarga del producto)
01-31-2025 02:54:41,'valor cambió  (Operación 5) - Punto Establecido Desde 16 % a 0 % - por linaro (Lina Rios Otalvaro)
01-31-2025 02:54:41,'valor cambió  (Operación 5) - la seguridad Valor Desde 16 % a 0 % - por linaro (Lina Rios Otalvaro)
01-31-2025 02:56:51,'valor cambió  (Operación 5) - Punto Establecido Desde 0 % a 10 % - por linaro (Lina Rios Otalvaro)
01-31-2025 02:56:51,'valor cambió  (Operación 5) - la seguridad Valor Desde 0 % a 10 % - por linaro (Lina Rios Otalvaro)
01-31-2025 02:57:22,'valor cambió  (Operación 5) - Punto Establecido Desde 10 % a 20 % - por linaro (Lina Rios Otalvaro)
01-31-2025 02:57:22,'valor cambió  (Operación 5) - la seguridad Valor Desde 10 % a 20 % - por linaro (Lina Rios Otalvaro)
01-31-2025 02:57:58,'valor cambió  (Operación 5) - Punto Establecido Desde 20 % a 30 % - por linaro (Lina Rios Otalvaro)
01-31-2025 02:57:58,'valor cambió  (Operación 5) - la seguridad Valor Desde 20 % a 30 % - por linaro (Lina Rios Otalvaro)
01-31-2025 02:58:35,'valor cambió  (Operación 5) - Punto Establecido Desde 30 % a 40 % - por linaro (Lina Rios Otalvaro)
01-31-2025 02:58:35,'valor cambió  (Operación 5) - la seguridad Valor Desde 30 % a 40 % - por linaro (Lina Rios Otalvaro)
01-31-2025 02:59:08,'valor cambió  (Operación 5) - Punto Establecido Desde 500 RPM a 100 RPM - por linaro (Lina Rios Otalvaro)
01-31-2025 02:59:08,'valor cambió  (Operación 5) - Punto Establecido Desde 90 % a 90 % - por linaro (Lina Rios Otalvaro)
01-31-2025 03:00:05,'valor cambió  (Operación 5) - Punto Establecido Desde 40 % a 50 % - por linaro (Lina Rios Otalvaro)
01-31-2025 03:00:05,'valor cambió  (Operación 5) - la seguridad Valor Desde 40 % a 50 % - por linaro (Lina Rios Otalvaro)
01-31-2025 03:00:18,'receta detenida en operación 5 (Descarga del producto)
01-31-2025 03:02:16,'receta iniciada en operación 5 (Descarga del producto)
01-31-2025 03:02:32,'valor cambió  (Operación 5) - Punto Establecido Desde 50 % a 75 % - por linaro (Lina Rios Otalvaro)
01-31-2025 03:02:32,'valor cambió  (Operación 5) - la seguridad Valor Desde 50 % a 75 % - por linaro (Lina Rios Otalvaro)
01-31-2025 03:02:58,'valor cambió  (Operación 5) - Punto Establecido Desde 75 % a 100 % - por linaro (Lina Rios Otalvaro)
01-31-2025 03:02:58,'valor cambió  (Operación 5) - la seguridad Valor Desde 75 % a 100 % - por linaro (Lina Rios Otalvaro)
01-31-2025 03:03:13,'receta detenida en operación 5 (Descarga del producto)
01-31-2025 03:04:09,'valor cambió  (Operación 5) - Punto Establecido Desde 100 % a 25 % - por linaro (Lina Rios Otalvaro)
01-31-2025 03:04:09,'valor cambió  (Operación 5) - la seguridad Valor Desde 100 % a 25 % - por linaro (Lina Rios Otalvaro)
01-31-2025 03:04:15,'receta iniciada en operación 5 (Descarga del producto)
01-31-2025 03:04:28,'receta detenida en operación 5 (Descarga del producto)
01-31-2025 03:09:23,'valor cambió  (Operación 5) - Punto Establecido Desde 100 RPM a 75 RPM - por linaro (Lina Rios Otalvaro)
01-31-2025 03:11:20,'valor cambió  (Operación 5) - Punto Establecido Desde 75 RPM a 72 RPM - por linaro (Lina Rios Otalvaro)
01-31-2025 03:11:50,'receta iniciada en operación 5 (Descarga del producto)
01-31-2025 03:13:30,'valor cambió  (Operación 5) - Punto Establecido Desde 72 RPM a 100 RPM - por linaro (Lina Rios Otalvaro)
01-31-2025 03:14:23,'receta detenida en operación 5 (Descarga del producto)
01-31-2025 03:15:52,'receta iniciada en operación 5 (Descarga del producto)
01-31-2025 03:16:39,'valor cambió  (Operación 5) - Punto Establecido Desde 100 RPM a 200 RPM - por linaro (Lina Rios Otalvaro)
01-31-2025 03:17:44,'valor cambió  (Operación 5) - Punto Establecido Desde 200 RPM a 300 RPM - por linaro (Lina Rios Otalvaro)
01-31-2025 03:18:53,'valor cambió  (Operación 5) - Punto Establecido Desde 300 RPM a 400 RPM - por linaro (Lina Rios Otalvaro)
01-31-2025 03:20:18,'valor cambió  (Operación 5) - Punto Establecido Desde 400 RPM a 500 RPM - por linaro (Lina Rios Otalvaro)
01-31-2025 03:21:21,'valor cambió  (Operación 5) - Punto Establecido Desde 500 RPM a 600 RPM - por linaro (Lina Rios Otalvaro)
01-31-2025 03:22:25,'valor cambió  (Operación 5) - Punto Establecido Desde 600 RPM a 700 RPM - por linaro (Lina Rios Otalvaro)
01-31-2025 03:23:48,'valor cambió  (Operación 5) - Punto Establecido Desde 700 RPM a 720 RPM - por linaro (Lina Rios Otalvaro)
01-31-2025 03:25:40,'receta detenida en operación 5 (Descarga del producto)
01-31-2025 03:28:49,'el cambio manual de una operación a la operación 3 (Granulacion)
01-31-2025 03:29:31,'receta iniciada en operación 3 (Granulacion)
01-31-2025 04:02:43,'receta detenida en operación 3 (Granulacion)
01-31-2025 04:02:51,'Cerrar proceso
01-31-2025 06:32:18,'receta detenida en operación 1 (Precalentamiento)
01-31-2025 06:32:18,'Abrir proceso
01-31-2025 06:33:26,'valor cambió  (Operación 1) - Límite de alarma máximo Desde 16 °C a 40 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 06:33:26,'valor cambió  (Operación 1) - la seguridad Valor Desde 10 °C a 30 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 06:33:26,'valor cambió  (Operación 1) - Punto Establecido Desde 10 °C a 30 °C - por linaro (Lina Rios Otalvaro)
01-31-2025 06:33:34,'receta iniciada en operación 1 (Precalentamiento)
01-31-2025 06:42:06,'valor cambió  (Operación 1) - Val. de paso Desde 10 hh:mm:ss a 50 hh:mm:ss - por linaro (Lina Rios Otalvaro)
01-31-2025 06:50:07,'el cambio manual de una operación a la operación 4 (Granulacion)
01-31-2025 06:50:24,'valor cambió  (Operación 4) - Punto Establecido Desde 1.5 bar a 1 bar - por linaro (Lina Rios Otalvaro)
01-31-2025 06:52:12,'valor cambió  (Operación 4) - Punto Establecido Desde 1 bar a 2 bar - por linaro (Lina Rios Otalvaro)
01-31-2025 06:52:49,'valor cambió  (Operación 4) - Punto Establecido Desde 2 bar a 3 bar - por linaro (Lina Rios Otalvaro)
01-31-2025 06:54:52,'valor cambió  (Operación 4) - Punto Establecido Desde 3 bar a 4 bar - por linaro (Lina Rios Otalvaro)
01-31-2025 06:55:27,'valor cambió  (Operación 4) - Punto Establecido Desde 4 bar a 5 bar - por linaro (Lina Rios Otalvaro)
01-31-2025 06:55:27,'valor cambió  (Operación 4) - Límite de alarma mínimo Desde 650 g/min a 650 g/min - por linaro (Lina Rios Otalvaro)
01-31-2025 06:56:02,'valor cambió  (Operación 4) - Punto Establecido Desde 5 bar a 6 bar - por linaro (Lina Rios Otalvaro)
01-31-2025 06:57:37,'el cambio manual de una operación a la operación 1 (Precalentamiento)
01-31-2025 07:02:32,'el cambio manual de una operación a la operación 4 (Granulacion)
01-31-2025 07:03:36,'el cambio manual de una operación a la operación 1 (Precalentamiento)
01-31-2025 07:05:09,'el cambio manual de una operación a la operación 4 (Granulacion)
01-31-2025 07:06:27,'valor cambió  (Operación 4) - Punto Establecido Desde 6 bar a 1.5 bar - por linaro (Lina Rios Otalvaro)
01-31-2025 07:06:27,'valor cambió  (Operación 4) - Punto Establecido Desde 750 g/min a 500 g/min - por linaro (Lina Rios Otalvaro)
01-31-2025 07:07:42,'valor cambió  (Operación 4) - Punto Establecido Desde 500 g/min a 1000 g/min - por linaro (Lina Rios Otalvaro)
01-31-2025 07:07:53,'valor cambió  (Operación 4) - Límite de alarma máximo Desde 850 g/min a 1200 g/min - por linaro (Lina Rios Otalvaro)
01-31-2025 07:09:59,'valor cambió  (Operación 4) - Punto Establecido Desde 1000 g/min a 1500 g/min - por linaro (Lina Rios Otalvaro)
01-31-2025 07:12:04,'valor cambió  (Operación 4) - Punto Establecido Desde 1500 g/min a 2000 g/min - por linaro (Lina Rios Otalvaro)
01-31-2025 07:14:02,'valor cambió  (Operación 4) - Punto Establecido Desde 2000 g/min a 2500 g/min - por linaro (Lina Rios Otalvaro)
01-31-2025 07:16:19,'valor cambió  (Operación 4) - Punto Establecido Desde 2500 g/min a 3200 g/min - por linaro (Lina Rios Otalvaro)
01-31-2025 07:20:16,'valor cambió  (Operación 4) - Límite de alarma máximo Desde 1200 g/min a 3200 g/min - por linaro (Lina Rios Otalvaro)
01-31-2025 07:22:57,'valor cambió  (Operación 4) - Punto Establecido Desde 1.5 bar a 3 bar - por linaro (Lina Rios Otalvaro)
01-31-2025 07:24:02,'receta detenida en operación 4 (Granulacion)
01-31-2025 07:24:02,'receta pausada en operación 4 (Granulacion)
01-31-2025 07:24:29,'receta iniciada en operación 4 (Granulacion)
01-31-2025 07:24:41,'receta detenida en operación 4 (Granulacion)
01-31-2025 07:24:41,'receta pausada en operación 4 (Granulacion)
01-31-2025 07:25:03,'receta iniciada en operación 4 (Granulacion)
01-31-2025 07:25:19,'receta detenida en operación 4 (Granulacion)
01-31-2025 07:25:19,'receta pausada en operación 4 (Granulacion)
01-31-2025 07:26:44,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
01-31-2025 07:27:58,'receta iniciada en operación 4 (Granulacion)
01-31-2025 07:32:17,'valor cambió  (Operación 4) - Límite de alarma máximo Desde 3200 g/min a 850 g/min - por linaro (Lina Rios Otalvaro)
01-31-2025 07:32:17,'valor cambió  (Operación 4) - Punto Establecido Desde 3200 g/min a 750 g/min - por linaro (Lina Rios Otalvaro)
01-31-2025 07:32:56,'el cambio manual de una operación a la operación 1 (Precalentamiento)
01-31-2025 07:34:35,'valor cambió  (Operación 1) - Val. de paso Desde 50 hh:mm:ss a 5 hh:mm:ss - por linaro (Lina Rios Otalvaro)
01-31-2025 07:34:51,'el cambio manual de una operación a la operación 4 (Granulacion)
01-31-2025 07:35:04,'receta detenida en operación 4 (Granulacion)
01-31-2025 07:35:11,'el cambio manual de una operación a la operación 1 (Precalentamiento)
01-31-2025 07:35:43,'receta iniciada en operación 1 (Precalentamiento)
01-31-2025 07:36:41,'el cambio manual de una operación a la operación 4 (Granulacion)
01-31-2025 07:37:01,'el cambio manual de una operación a la operación 1 (Precalentamiento)
01-31-2025 07:38:44,'valor cambió  (Operación 1) - Val. de paso Desde 5 hh:mm:ss a 2 hh:mm:ss - por linaro (Lina Rios Otalvaro)
01-31-2025 07:39:01,'Cambio de una operación a la operación 2 (Carga de producto)
01-31-2025 07:39:21,'el cambio manual de una operación a la operación 1 (Precalentamiento)
01-31-2025 07:39:34,'valor cambió  (Operación 1) - Val. de paso Desde 2 hh:mm:ss a 50 hh:mm:ss - por linaro (Lina Rios Otalvaro)
01-31-2025 07:42:43,'receta pausada en operación 1 (Precalentamiento)
01-31-2025 07:42:53,'receta iniciada en operación 1 (Precalentamiento)
01-31-2025 07:44:48,'valor cambió Soplado de malla - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-31-2025 07:46:34,'receta detenida en operación 1 (Precalentamiento)
01-31-2025 07:46:34,'receta pausada en operación 1 (Precalentamiento)
01-31-2025 07:47:45,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
01-31-2025 07:48:46,'valor cambió Modo de espera - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-31-2025 07:49:00,'receta iniciada en operación 1 (Precalentamiento)
01-31-2025 07:49:22,'receta detenida en operación 1 (Precalentamiento)
01-31-2025 07:49:45,'el modo de ejecutar cambió el manual en operación 1 (Precalentamiento)
01-31-2025 07:49:53,'receta iniciada en operación 1 (Precalentamiento)
01-31-2025 07:50:08,'el cambio manual de una operación a la operación 2 (Carga de producto)
01-31-2025 07:50:17,'el cambio manual de una operación a la operación 1 (Precalentamiento)
01-31-2025 07:51:07,'el modo de ejecutar cambió a automático en operación 1 (Precalentamiento)
01-31-2025 07:51:16,'receta detenida en operación 1 (Precalentamiento)
01-31-2025 07:51:20,'el cambio manual de una operación a la operación 7 (Detener)
01-31-2025 07:51:36,'Cerrar proceso
01-31-2025 07:54:15,'valor cambió Modo de espera - Mando Desde Encendido a Apagado - por linaro (Lina Rios Otalvaro)
01-31-2025 07:54:36,'valor cambió Filtros instalados - Mando Desde Sí a No - por linaro (Lina Rios Otalvaro)
01-31-2025 07:54:44,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por linaro (Lina Rios Otalvaro)
01-31-2025 07:54:54,'valor cambió Filtros instalados - Mando Desde Sí a No - por linaro (Lina Rios Otalvaro)
01-31-2025 07:55:13,'valor cambió Filtros instalados - Mando Desde No a Sí - por linaro (Lina Rios Otalvaro)
01-31-2025 07:55:16,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
01-31-2025 07:56:17,'valor cambió Modo de espera - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-31-2025 09:14:05,'valor cambió Modo de servicio - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-31-2025 09:14:19,'valor cambió Modo de espera - Mando Desde Encendido a Apagado - por linaro (Lina Rios Otalvaro)
01-31-2025 09:14:37,'valor cambió Modo de servicio - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
01-31-2025 09:17:06,'valor cambió Válvula de línea de distribución de lavado (V421800) - Modo de servicio Desde Cerrado a Abrir - por linaro (Lina Rios Otalvaro)
01-31-2025 09:17:25,'valor cambió Válvula de línea de distribución de lavado (V421800) - Modo de servicio Desde Abrir a Cerrado - por linaro (Lina Rios Otalvaro)
01-31-2025 09:18:26,'valor cambió Modo de servicio - Mando Desde Encendido a Apagado - por linaro (Lina Rios Otalvaro)
01-31-2025 15:13:59,'valor cambió Tasa de aspersión (F301030) - Punto Establecido Desde 0 g/min a 3200 g/min - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:14:06,'valor cambió Prueba de aspersión - Mando Desde Apagado a Encendido - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:14:27,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:15:34,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:16:15,'valor cambió Prueba de aspersión - Mando Desde Apagado a Encendido - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:16:36,'valor cambió Llenar unidad de aspersión  - Mando Desde Apagado a Encendido - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:17:37,'valor cambió Llenar unidad de aspersión  - Mando Desde Encendido a Apagado - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:17:45,'valor cambió Velocidad de la bomba de aspersión (PM300500) - Punto Establecido Desde 80 RPM a 80 RPM - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:17:48,'valor cambió Tasa de aspersión (F301030) - Punto Establecido Desde 3200 g/min a 3200 g/min - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:18:27,'valor cambió Prueba de aspersión - Mando Desde Apagado a Encendido - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:19:05,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:19:14,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:19:21,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por juliansg (Julian Salazar Gaviria)
01-31-2025 15:19:36,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por juliansg (Julian Salazar Gaviria)
