laboratorios Laproff -  -  - Antioquia
GFB PRO 300 (CN018022)
Historial de eventos

'Rango : 'Por tiempo:' (01-29-2025 05:48:48 ... 02-05-2025 06:48:48)
'Filtro :   usuarios = 'Todos los usuarios'  Eventos = 'Todos los eventos'

Marca de tiempo,Evento
02-01-2025 11:27:15,'valor cambió Válvula de ingreso de aire a los filtros de salida (K121340) - Modo de servicio Desde Abrir a Cerrado - por linaro (Lina Rios Otalvaro)
02-01-2025 11:27:33,'valor cambió Válvula de ingreso de aire a los filtros de salida (K121340) - Modo de servicio Desde Cerrado a Abrir - por linaro (Lina Rios Otalvaro)
02-01-2025 11:34:26,'valor cambió Modo de servicio - Mando Desde Encendido a Apagado - por linaro (Lina Rios Otalvaro)
02-01-2025 11:34:41,'el cambio manual de una operación a la operación 1 (Precalentamiento)
02-01-2025 11:34:43,'receta iniciada en operación 1 (Precalentamiento)
02-01-2025 11:52:18,'receta detenida en operación 1 (Precalentamiento)
02-01-2025 12:04:31,'Cerrar proceso
02-01-2025 13:05:06,'valor cambió Control de encendido / apagado - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
02-01-2025 13:05:20,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 13:06:59,'receta detenida en operación 1 (Precalentamiento)
02-01-2025 13:06:59,'Abrir proceso
02-01-2025 13:08:21,'el cambio manual de una operación a la operación 4 (Granulacion)
02-01-2025 13:08:23,'receta iniciada en operación 4 (Granulacion)
02-01-2025 13:08:28,'receta detenida en operación 4 (Granulacion)
02-01-2025 13:09:50,'receta iniciada en operación 4 (Granulacion)
02-01-2025 13:09:58,'receta detenida en operación 4 (Granulacion)
02-01-2025 13:09:58,'receta pausada en operación 4 (Granulacion)
02-01-2025 13:11:08,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 13:12:14,'receta iniciada en operación 4 (Granulacion)
02-01-2025 13:12:24,'receta detenida en operación 4 (Granulacion)
02-01-2025 13:12:24,'receta pausada en operación 4 (Granulacion)
02-01-2025 14:25:01,'valor cambió Modo de servicio - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
02-01-2025 14:25:22,'valor cambió Modo de servicio - Mando Desde Encendido a Apagado - por linaro (Lina Rios Otalvaro)
02-01-2025 14:33:51,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 14:38:32,'receta iniciada en operación 4 (Granulacion)
02-01-2025 14:38:42,'receta detenida en operación 4 (Granulacion)
02-01-2025 14:38:42,'receta pausada en operación 4 (Granulacion)
02-01-2025 14:41:37,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por linaro (Lina Rios Otalvaro)
02-01-2025 14:59:47,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:00:20,'receta iniciada en operación 4 (Granulacion)
02-01-2025 15:00:30,'receta detenida en operación 4 (Granulacion)
02-01-2025 15:00:30,'receta pausada en operación 4 (Granulacion)
02-01-2025 15:02:39,'receta iniciada en operación 4 (Granulacion)
02-01-2025 15:02:50,'receta detenida en operación 4 (Granulacion)
02-01-2025 15:02:50,'receta pausada en operación 4 (Granulacion)
02-01-2025 15:07:57,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:09:34,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:11:48,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:11:52,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:11:53,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:11:57,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:11:58,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:12:03,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:12:03,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:12:16,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:13:51,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:14:00,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:17:40,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:18:03,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:18:55,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:20:31,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:20:37,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
02-01-2025 15:20:42,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por linaro (Lina Rios Otalvaro)
02-01-2025 15:22:36,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
02-01-2025 15:22:37,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por linaro (Lina Rios Otalvaro)
02-01-2025 15:27:01,'valor cambió Cabrestante ABAJO - Mando Desde Encendido a Apagado - por linaro (Lina Rios Otalvaro)
02-01-2025 15:27:02,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
02-01-2025 15:27:04,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por linaro (Lina Rios Otalvaro)
02-01-2025 15:28:14,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:30:01,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:32:03,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
02-01-2025 15:32:04,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por linaro (Lina Rios Otalvaro)
02-01-2025 15:33:41,'valor cambió Cabrestante ABAJO - Mando Desde Encendido a Apagado - por linaro (Lina Rios Otalvaro)
02-01-2025 15:33:41,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por linaro (Lina Rios Otalvaro)
02-01-2025 15:33:42,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por linaro (Lina Rios Otalvaro)
02-01-2025 15:35:11,'valor cambió Sellos contenedor de producto - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:35:20,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:38:34,'valor cambió Sellos contenedor de producto - Mando Desde Desinflar a Inflar - por linaro (Lina Rios Otalvaro)
02-01-2025 15:39:20,'receta iniciada en operación 4 (Granulacion)
02-01-2025 15:39:32,'receta detenida en operación 4 (Granulacion)
02-01-2025 15:39:32,'receta pausada en operación 4 (Granulacion)
02-01-2025 15:39:42,'Cerrar proceso
02-02-2025 22:49:29,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-02-2025 22:49:36,'valor cambió Control de encendido / apagado - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-02-2025 22:49:44,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-02-2025 22:51:45,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-02-2025 22:52:03,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-02-2025 22:53:19,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-02-2025 22:53:41,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 05:52:21,'receta detenida en operación 1 (Precalentamiento)
02-03-2025 05:52:21,'Abrir proceso
02-03-2025 05:52:48,'el cambio manual de una operación a la operación 2 (Carga de producto)
02-03-2025 05:53:04,'el cambio manual de una operación a la operación 3 (Precalentamiento 2)
02-03-2025 05:53:23,'el cambio manual de una operación a la operación 4 (Granulacion)
02-03-2025 05:53:29,'el cambio manual de una operación a la operación 5 (Secado)
02-03-2025 05:53:38,'el cambio manual de una operación a la operación 1 (Precalentamiento)
02-03-2025 06:01:17,'el cambio manual de una operación a la operación 6 (Descarga)
02-03-2025 06:04:32,'el cambio manual de una operación a la operación 4 (Granulacion)
02-03-2025 06:10:39,'el cambio manual de una operación a la operación 2 (Carga de producto)
02-03-2025 06:10:50,'receta iniciada en operación 2 (Carga de producto)
02-03-2025 06:11:02,'receta detenida en operación 2 (Carga de producto)
02-03-2025 06:11:02,'receta pausada en operación 2 (Carga de producto)
02-03-2025 06:14:13,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:16:38,'valor cambió MOTOR MOLINO SECO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:17:05,'valor cambió MOTOR MOLINO SECO - Mando Desde Encendido a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:18:38,'el cambio manual de una operación a la operación 1 (Precalentamiento)
02-03-2025 06:20:56,'valor cambió Modo de servicio - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:21:11,'valor cambió Válvula bypass de los filtros de la unidad de extracción (K121350) - Modo de servicio Desde Cerrado a Abrir - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:21:51,'valor cambió Válvula bypass de los filtros de la unidad de extracción (K121350) - Modo de servicio Desde Abrir a Cerrado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:23:10,'valor cambió Válvula bypass de los filtros de la unidad de extracción (K121350) - Modo de servicio Desde Cerrado a Abrir - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:37:31,'valor cambió Válvula bypass de los filtros de la unidad de extracción (K121350) - Modo de servicio Desde Abrir a Cerrado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:37:34,'valor cambió Modo de servicio - Mando Desde Encendido a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:38:22,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:39:52,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:41:37,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:43:49,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:43:51,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:50:47,'valor cambió Cabrestante ABAJO - Mando Desde Encendido a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:50:48,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:50:50,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:51:53,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:53:49,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 06:54:30,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:05:35,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:05:55,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:09:05,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:09:46,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:11:36,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:12:26,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:14:29,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:15:13,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:15:15,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:15:27,'valor cambió Cabrestante ABAJO - Mando Desde Encendido a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:15:28,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:15:30,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:15:57,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:19:13,'valor cambió Sellos contenedor de producto - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:19:58,'valor cambió Modo de espera - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:20:05,'receta iniciada en operación 1 (Precalentamiento)
02-03-2025 07:21:14,'el cambio manual de una operación a la operación 2 (Carga de producto)
02-03-2025 07:21:37,'valor cambió MOTOR MOLINO SECO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:21:59,'valor cambió MOTOR MOLINO SECO - Mando Desde Encendido a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:22:05,'el cambio manual de una operación a la operación 1 (Precalentamiento)
02-03-2025 07:23:13,'el cambio manual de una operación a la operación 2 (Carga de producto)
02-03-2025 07:23:22,'valor cambió MOTOR MOLINO SECO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:24:16,'valor cambió MOTOR MOLINO SECO - Mando Desde Encendido a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:24:27,'el cambio manual de una operación a la operación 1 (Precalentamiento)
02-03-2025 07:26:02,'el cambio manual de una operación a la operación 2 (Carga de producto)
02-03-2025 07:26:09,'valor cambió MOTOR MOLINO SECO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:28:17,'valor cambió MOTOR MOLINO SECO - Mando Desde Encendido a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:28:28,'el cambio manual de una operación a la operación 1 (Precalentamiento)
02-03-2025 07:32:30,'receta detenida en operación 1 (Precalentamiento)
02-03-2025 07:33:48,'el cambio manual de una operación a la operación 6 (Descarga)
02-03-2025 07:36:50,'el cambio manual de una operación a la operación 2 (Carga de producto)
02-03-2025 07:37:04,'receta iniciada en operación 2 (Carga de producto)
02-03-2025 07:37:40,'valor cambió MOTOR MOLINO SECO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:37:41,'receta detenida en operación 2 (Carga de producto)
02-03-2025 07:39:34,'el cambio manual de una operación a la operación 4 (Granulacion)
02-03-2025 07:39:39,'receta iniciada en operación 4 (Granulacion)
02-03-2025 07:39:51,'receta detenida en operación 4 (Granulacion)
02-03-2025 07:40:51,'receta iniciada en operación 4 (Granulacion)
02-03-2025 07:41:02,'receta detenida en operación 4 (Granulacion)
02-03-2025 07:41:02,'receta pausada en operación 4 (Granulacion)
02-03-2025 07:48:37,'valor cambió Filtros instalados - Mando Desde Sí a No - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:49:02,'Cerrar proceso
02-03-2025 07:49:38,'valor cambió Filtros instalados - Mando Desde Sí a No - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:49:53,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:49:54,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:50:51,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:52:13,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:52:15,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:52:59,'valor cambió Corriente del motor del cabrestante (E204890) - Límite de alarma máximo Desde 2.00 A a 0.50 A - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:54:02,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:54:04,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:54:50,'valor cambió Corriente del motor del cabrestante (E204890) - Límite de alarma máximo Desde 0.50 A a 2.00 A - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:57:48,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:57:51,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:58:13,'valor cambió Filtros instalados - Mando Desde No a Sí - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 07:58:17,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:00:08,'valor cambió Sellos contenedor de producto - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:00:49,'valor cambió Modo de espera - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:01:24,'receta detenida en operación 1 (Precalentamiento)
02-03-2025 08:01:24,'Abrir proceso
02-03-2025 08:01:50,'el cambio manual de una operación a la operación 4 (Granulacion)
02-03-2025 08:01:53,'receta iniciada en operación 4 (Granulacion)
02-03-2025 08:02:04,'receta detenida en operación 4 (Granulacion)
02-03-2025 08:02:04,'receta pausada en operación 4 (Granulacion)
02-03-2025 08:06:04,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:07:17,'valor cambió Presión de aire atomizador (P301510) - Min. Límite Min.Alarma Desde 0.5 bar a 1.5 bar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:07:28,'receta iniciada en operación 4 (Granulacion)
02-03-2025 08:07:39,'receta detenida en operación 4 (Granulacion)
02-03-2025 08:07:39,'receta pausada en operación 4 (Granulacion)
02-03-2025 08:08:01,'valor cambió Presión de aire atomizador (P301510) - Min. Límite Min.Alarma Desde 1.5 bar a 0.5 bar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:41:53,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:48:23,'valor cambió Presión de aire atomizador (P301510) - Min. Límite Min.Alarma Desde 0.5 bar a 0.0 bar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:48:53,'receta iniciada en operación 4 (Granulacion)
02-03-2025 08:49:04,'receta detenida en operación 4 (Granulacion)
02-03-2025 08:49:04,'receta pausada en operación 4 (Granulacion)
02-03-2025 08:52:33,'receta iniciada en operación 4 (Granulacion)
02-03-2025 08:52:44,'receta detenida en operación 4 (Granulacion)
02-03-2025 08:52:44,'receta pausada en operación 4 (Granulacion)
02-03-2025 08:53:00,'valor cambió Presión de aire atomizador (P301510) - Min. Límite Min.Alarma Desde 0.0 bar a 0.0 bar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:53:05,'valor cambió Presión de aire atomizador (P301510) - Min. Límite Min.Alarma Desde 0.0 bar a 0.5 bar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:53:38,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:54:22,'receta iniciada en operación 4 (Granulacion)
02-03-2025 08:54:35,'receta detenida en operación 4 (Granulacion)
02-03-2025 08:54:35,'receta pausada en operación 4 (Granulacion)
02-03-2025 08:57:25,'valor cambió Sellos contenedor de producto - Mando Desde Inflar a Desinflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:59:33,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 08:59:35,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:10:32,'valor cambió Cabrestante ABAJO - Mando Desde Encendido a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:10:33,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:10:35,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:11:31,'valor cambió Cabrestante ARRIBA - Mando Desde Encendido a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:11:33,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:11:34,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:13:40,'valor cambió Cabrestante ABAJO - Mando Desde Encendido a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:13:42,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:13:43,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:38:36,'valor cambió Modo de servicio - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:41:40,'Cerrar proceso
02-03-2025 09:41:54,'valor cambió Filtros instalados - Mando Desde Sí a No - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:42:19,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:42:28,'valor cambió Modo de servicio - Mando Desde Encendido a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:42:29,'valor cambió Modo de servicio - Mando Desde Apagado a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:42:34,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:42:36,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:43:19,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:43:40,'valor cambió Filtros instalados - Mando Desde No a Sí - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:43:43,'valor cambió Filtros instalados - Mando Desde Sí a No - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:43:49,'valor cambió Cabrestante ARRIBA - Mando Desde Encendido a Apagado - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:43:50,'valor cambió Cabrestante ABAJO - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:43:52,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:50:30,'valor cambió Cabrestante ARRIBA - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:50:31,'valor cambió REMOVER PISTOLA DE ASPERSION - Mando Desde --- a De acuerdo - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:51:32,'valor cambió Filtros instalados - Mando Desde No a Sí - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:51:39,'valor cambió Sello de filtro de producto (X203530) - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:55:15,'valor cambió Sellos contenedor de producto - Mando Desde Desinflar a Inflar - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 09:55:58,'valor cambió Modo de espera - Mando Desde Apagado a Encendido - por eliecernp (Eliecer Nisperuza Paternina)
02-03-2025 10:45:40,'receta detenida en operación 1 (Charging)
02-03-2025 10:45:40,'Abrir proceso
02-03-2025 10:46:02,'receta pausada en operación 1 (Charging)
02-03-2025 10:46:12,'receta detenida en operación 1 (Charging)
02-03-2025 10:46:14,'Cerrar proceso
02-03-2025 10:46:53,'receta detenida en operación 1 (Precalentamiento)
